y-Nearest-Neighbours,L0_distance,L1_distance,L2_distance,Linf_distance,Success_Rate,Redundancy,Constraint_Violation,avg_time,VAE-Euclidean-Distance
,,,,,0.0,,,0.02070778679990326,
