y-Nearest-Neighbours,L0_distance,L1_distance,L2_distance,Linf_distance,Success_Rate,Redundancy,Constraint_Violation,avg_time,VAE-Euclidean-Distance
0.33333333333333337,6.0,1.1272566276333533,1.0038946276110836,1.0,0.6,2,0,0.01043648779959767,1.0019454214731875
,5.0,0.2795591341881158,0.025920048165771824,0.13310695154763358,,3,0,,0.16099704396594314
,5.0,0.21659443529686562,0.015811161183461327,0.09845004798931895,,4,0,,0.12574243986602665
